Video ID,Code,Module,English title,Vietnamese title,Level,Target duration,English words,Turns,Image file,Content status,QC
145,DGE0145,M15,Home addresses: town and postcode,Địa chỉ nhà: thị trấn và mã bưu điện,Pre-A1.2,210–240 sec,178,20,DGE_MODULE_M15_PORTRAIT_9X16.jpg,FINAL,PASS
146,DGE0146,M15,Home addresses: check an address politely,Địa chỉ nhà: lịch sự kiểm tra địa chỉ,Pre-A1.2,210–240 sec,178,18,DGE_MODULE_M15_PORTRAIT_9X16.jpg,FINAL,PASS
147,DGE0147,M15,Home addresses: hear two different addresses,Địa chỉ nhà: nghe hai địa chỉ khác nhau,Pre-A1.2,210–240 sec,178,18,DGE_MODULE_M15_PORTRAIT_9X16.jpg,FINAL,PASS
148,DGE0148,M15,Home addresses: write a home address,Địa chỉ nhà: viết một địa chỉ nhà,Pre-A1.2,210–240 sec,198,20,DGE_MODULE_M15_PORTRAIT_9X16.jpg,FINAL,PASS
149,DGE0149,M15,Home addresses: give a complete address,Địa chỉ nhà: cung cấp địa chỉ đầy đủ,Pre-A1.2,210–240 sec,178,18,DGE_MODULE_M15_PORTRAIT_9X16.jpg,FINAL,PASS
150,DGE0150,M15,Home addresses: home address review,Địa chỉ nhà: ôn tập địa chỉ nhà,Pre-A1.2,210–240 sec,178,20,DGE_MODULE_M15_PORTRAIT_9X16.jpg,FINAL,PASS
151,DGE0151,M16,"Days, months and dates: days of the week","Thứ, tháng và ngày: các ngày trong tuần",Pre-A1.2,210–240 sec,206,20,DGE_MODULE_M16_PORTRAIT_9X16.jpg,FINAL,PASS
152,DGE0152,M16,"Days, months and dates: weekdays and weekends","Thứ, tháng và ngày: ngày thường và cuối tuần",Pre-A1.2,210–240 sec,186,20,DGE_MODULE_M16_PORTRAIT_9X16.jpg,FINAL,PASS
153,DGE0153,M16,"Days, months and dates: months from January to June","Thứ, tháng và ngày: các tháng từ tháng Một đến tháng Sáu",Pre-A1.2,210–240 sec,184,16,DGE_MODULE_M16_PORTRAIT_9X16.jpg,FINAL,PASS
154,DGE0154,M16,"Days, months and dates: months from July to December","Thứ, tháng và ngày: các tháng từ tháng Bảy đến tháng Mười Hai",Pre-A1.2,210–240 sec,165,14,DGE_MODULE_M16_PORTRAIT_9X16.jpg,FINAL,PASS
155,DGE0155,M16,"Days, months and dates: What is the date today?","Thứ, tháng và ngày: Hôm nay là ngày bao nhiêu?",Pre-A1.2,210–240 sec,184,16,DGE_MODULE_M16_PORTRAIT_9X16.jpg,FINAL,PASS
156,DGE0156,M16,"Days, months and dates: Today is the fifth of May.","Thứ, tháng và ngày: Hôm nay là ngày năm tháng Năm.",Pre-A1.2,210–240 sec,200,16,DGE_MODULE_M16_PORTRAIT_9X16.jpg,FINAL,PASS
157,DGE0157,M16,"Days, months and dates: hear similar dates","Thứ, tháng và ngày: nghe các ngày gần giống",Pre-A1.2,210–240 sec,186,20,DGE_MODULE_M16_PORTRAIT_9X16.jpg,FINAL,PASS
158,DGE0158,M16,"Days, months and dates: answer a date question","Thứ, tháng và ngày: trả lời câu hỏi về ngày tháng",Pre-A1.2,210–240 sec,168,16,DGE_MODULE_M16_PORTRAIT_9X16.jpg,FINAL,PASS
159,DGE0159,M16,"Days, months and dates: plan a day together","Thứ, tháng và ngày: cùng nhau lên kế hoạch một ngày",Pre-A1.2,210–240 sec,168,16,DGE_MODULE_M16_PORTRAIT_9X16.jpg,FINAL,PASS
160,DGE0160,M16,"Days, months and dates: day month and date review","Thứ, tháng và ngày: ôn tập thứ tháng và ngày",Pre-A1.2,210–240 sec,184,16,DGE_MODULE_M16_PORTRAIT_9X16.jpg,FINAL,PASS
161,DGE0161,M17,Clock time and daily times: What time is it?,Giờ đồng hồ và thời điểm trong ngày: Bây giờ là mấy giờ?,Pre-A1.2,210–240 sec,190,18,DGE_MODULE_M17_PORTRAIT_9X16.jpg,FINAL,PASS
162,DGE0162,M17,Clock time and daily times: It is seven o’clock.,Giờ đồng hồ và thời điểm trong ngày: Bây giờ là bảy giờ.,Pre-A1.2,210–240 sec,190,18,DGE_MODULE_M17_PORTRAIT_9X16.jpg,FINAL,PASS
163,DGE0163,M17,Clock time and daily times: half past eight,Giờ đồng hồ và thời điểm trong ngày: tám giờ rưỡi,Pre-A1.2,210–240 sec,190,20,DGE_MODULE_M17_PORTRAIT_9X16.jpg,FINAL,PASS
164,DGE0164,M17,Clock time and daily times: quarter past nine,Giờ đồng hồ và thời điểm trong ngày: chín giờ mười lăm,Pre-A1.2,210–240 sec,190,20,DGE_MODULE_M17_PORTRAIT_9X16.jpg,FINAL,PASS
165,DGE0165,M17,Clock time and daily times: quarter to ten,Giờ đồng hồ và thời điểm trong ngày: mười giờ kém mười lăm,Pre-A1.2,210–240 sec,172,18,DGE_MODULE_M17_PORTRAIT_9X16.jpg,FINAL,PASS
166,DGE0166,M17,Clock time and daily times: morning afternoon and evening,Giờ đồng hồ và thời điểm trong ngày: buổi sáng buổi chiều và buổi tối,Pre-A1.2,210–240 sec,172,16,DGE_MODULE_M17_PORTRAIT_9X16.jpg,FINAL,PASS
167,DGE0167,M17,Clock time and daily times: hear two different times,Giờ đồng hồ và thời điểm trong ngày: nghe hai giờ khác nhau,Pre-A1.2,210–240 sec,190,18,DGE_MODULE_M17_PORTRAIT_9X16.jpg,FINAL,PASS
168,DGE0168,M17,Clock time and daily times: answer a time question,Giờ đồng hồ và thời điểm trong ngày: trả lời câu hỏi về giờ,Pre-A1.2,210–240 sec,172,16,DGE_MODULE_M17_PORTRAIT_9X16.jpg,FINAL,PASS
169,DGE0169,M17,Clock time and daily times: arrange a simple meeting time,Giờ đồng hồ và thời điểm trong ngày: sắp xếp giờ gặp đơn giản,Pre-A1.2,210–240 sec,188,16,DGE_MODULE_M17_PORTRAIT_9X16.jpg,FINAL,PASS
170,DGE0170,M17,Clock time and daily times: clock time review,Giờ đồng hồ và thời điểm trong ngày: ôn tập cách nói giờ,Pre-A1.2,210–240 sec,172,18,DGE_MODULE_M17_PORTRAIT_9X16.jpg,FINAL,PASS
171,DGE0171,M18,Prices and simple money: How much is it?,Giá tiền và tiền tệ cơ bản: Cái này giá bao nhiêu?,Pre-A1.2,210–240 sec,186,18,DGE_MODULE_M18_PORTRAIT_9X16.jpg,FINAL,PASS
172,DGE0172,M18,Prices and simple money: It is five pounds.,Giá tiền và tiền tệ cơ bản: Nó có giá năm bảng.,Pre-A1.2,210–240 sec,186,18,DGE_MODULE_M18_PORTRAIT_9X16.jpg,FINAL,PASS
173,DGE0173,M18,Prices and simple money: pounds and pence,Giá tiền và tiền tệ cơ bản: bảng và xu,Pre-A1.2,210–240 sec,186,20,DGE_MODULE_M18_PORTRAIT_9X16.jpg,FINAL,PASS
174,DGE0174,M18,Prices and simple money: read a price clearly,Giá tiền và tiền tệ cơ bản: đọc rõ một mức giá,Pre-A1.2,210–240 sec,186,18,DGE_MODULE_M18_PORTRAIT_9X16.jpg,FINAL,PASS
175,DGE0175,M18,Prices and simple money: cheap or expensive,Giá tiền và tiền tệ cơ bản: rẻ hay đắt,Pre-A1.2,210–240 sec,186,20,DGE_MODULE_M18_PORTRAIT_9X16.jpg,FINAL,PASS
176,DGE0176,M18,Prices and simple money: pay with cash or card,Giá tiền và tiền tệ cơ bản: trả bằng tiền mặt hoặc thẻ,Pre-A1.2,210–240 sec,184,16,DGE_MODULE_M18_PORTRAIT_9X16.jpg,FINAL,PASS
177,DGE0177,M18,Prices and simple money: hear two different prices,Giá tiền và tiền tệ cơ bản: nghe hai mức giá khác nhau,Pre-A1.2,210–240 sec,186,18,DGE_MODULE_M18_PORTRAIT_9X16.jpg,FINAL,PASS
178,DGE0178,M18,Prices and simple money: answer a price question,Giá tiền và tiền tệ cơ bản: trả lời câu hỏi về giá,Pre-A1.2,210–240 sec,186,18,DGE_MODULE_M18_PORTRAIT_9X16.jpg,FINAL,PASS
179,DGE0179,M18,Prices and simple money: buy one simple item,Giá tiền và tiền tệ cơ bản: mua một món đồ đơn giản,Pre-A1.2,210–240 sec,186,18,DGE_MODULE_M18_PORTRAIT_9X16.jpg,FINAL,PASS
180,DGE0180,M18,Prices and simple money: price and money review,Giá tiền và tiền tệ cơ bản: ôn tập giá cả và tiền,Pre-A1.2,210–240 sec,186,18,DGE_MODULE_M18_PORTRAIT_9X16.jpg,FINAL,PASS
181,DGE0181,M19,"Countries, nationalities and languages: Where are you from?","Quốc gia, quốc tịch và ngôn ngữ: Bạn đến từ đâu?",Pre-A1.2,210–240 sec,186,18,DGE_MODULE_M19_PORTRAIT_9X16.jpg,FINAL,PASS
182,DGE0182,M19,"Countries, nationalities and languages: I am from Vietnam.","Quốc gia, quốc tịch và ngôn ngữ: Tôi đến từ Việt Nam.",Pre-A1.2,210–240 sec,186,18,DGE_MODULE_M19_PORTRAIT_9X16.jpg,FINAL,PASS
183,DGE0183,M19,"Countries, nationalities and languages: British and Vietnamese","Quốc gia, quốc tịch và ngôn ngữ: người Anh và người Việt",Pre-A1.2,210–240 sec,168,18,DGE_MODULE_M19_PORTRAIT_9X16.jpg,FINAL,PASS
184,DGE0184,M19,"Countries, nationalities and languages: country and nationality names","Quốc gia, quốc tịch và ngôn ngữ: tên quốc gia và quốc tịch",Pre-A1.2,210–240 sec,186,18,DGE_MODULE_M19_PORTRAIT_9X16.jpg,FINAL,PASS
185,DGE0185,M19,"Countries, nationalities and languages: What language do you speak?","Quốc gia, quốc tịch và ngôn ngữ: Bạn nói ngôn ngữ nào?",Pre-A1.2,210–240 sec,204,18,DGE_MODULE_M19_PORTRAIT_9X16.jpg,FINAL,PASS
186,DGE0186,M19,"Countries, nationalities and languages: I speak Vietnamese and English.","Quốc gia, quốc tịch và ngôn ngữ: Tôi nói tiếng Việt và tiếng Anh.",Pre-A1.2,210–240 sec,184,16,DGE_MODULE_M19_PORTRAIT_9X16.jpg,FINAL,PASS
187,DGE0187,M19,"Countries, nationalities and languages: hear two country names","Quốc gia, quốc tịch và ngôn ngữ: nghe hai tên quốc gia",Pre-A1.2,210–240 sec,186,18,DGE_MODULE_M19_PORTRAIT_9X16.jpg,FINAL,PASS
188,DGE0188,M19,"Countries, nationalities and languages: answer a country question","Quốc gia, quốc tịch và ngôn ngữ: trả lời câu hỏi về quốc gia",Pre-A1.2,210–240 sec,168,16,DGE_MODULE_M19_PORTRAIT_9X16.jpg,FINAL,PASS
189,DGE0189,M19,"Countries, nationalities and languages: meet an international friend","Quốc gia, quốc tịch và ngôn ngữ: gặp một người bạn quốc tế",Pre-A1.2,210–240 sec,186,18,DGE_MODULE_M19_PORTRAIT_9X16.jpg,FINAL,PASS
190,DGE0190,M19,"Countries, nationalities and languages: country nationality and language review","Quốc gia, quốc tịch và ngôn ngữ: ôn tập quốc gia quốc tịch và ngôn ngữ",Pre-A1.2,210–240 sec,165,14,DGE_MODULE_M19_PORTRAIT_9X16.jpg,FINAL,PASS
191,DGE0191,M20,Identity information checkpoint: say your full name,Kiểm tra thông tin cá nhân: nói họ tên đầy đủ,Pre-A1.2,210–240 sec,182,18,DGE_MODULE_M20_PORTRAIT_9X16.jpg,FINAL,PASS
192,DGE0192,M20,Identity information checkpoint: spell your family name,Kiểm tra thông tin cá nhân: đánh vần họ của bạn,Pre-A1.2,210–240 sec,182,18,DGE_MODULE_M20_PORTRAIT_9X16.jpg,FINAL,PASS
193,DGE0193,M20,Identity information checkpoint: give your age,Kiểm tra thông tin cá nhân: nói tuổi của bạn,Pre-A1.2,210–240 sec,182,20,DGE_MODULE_M20_PORTRAIT_9X16.jpg,FINAL,PASS
194,DGE0194,M20,Identity information checkpoint: give your phone number,Kiểm tra thông tin cá nhân: cung cấp số điện thoại,Pre-A1.2,210–240 sec,182,18,DGE_MODULE_M20_PORTRAIT_9X16.jpg,FINAL,PASS
195,DGE0195,M20,Identity information checkpoint: give your home address,Kiểm tra thông tin cá nhân: cung cấp địa chỉ nhà,Pre-A1.2,210–240 sec,182,18,DGE_MODULE_M20_PORTRAIT_9X16.jpg,FINAL,PASS
196,DGE0196,M20,Identity information checkpoint: say your birthday,Kiểm tra thông tin cá nhân: nói ngày sinh nhật,Pre-A1.2,210–240 sec,182,20,DGE_MODULE_M20_PORTRAIT_9X16.jpg,FINAL,PASS
197,DGE0197,M20,Identity information checkpoint: hear personal details,Kiểm tra thông tin cá nhân: nghe thông tin cá nhân,Pre-A1.2,210–240 sec,182,20,DGE_MODULE_M20_PORTRAIT_9X16.jpg,FINAL,PASS
198,DGE0198,M20,Identity information checkpoint: answer identity questions,Kiểm tra thông tin cá nhân: trả lời câu hỏi cá nhân,Pre-A1.2,210–240 sec,164,18,DGE_MODULE_M20_PORTRAIT_9X16.jpg,FINAL,PASS
199,DGE0199,M20,Identity information checkpoint: complete an identity conversation,Kiểm tra thông tin cá nhân: hoàn thành hội thoại thông tin cá nhân,Pre-A1.2,210–240 sec,164,16,DGE_MODULE_M20_PORTRAIT_9X16.jpg,FINAL,PASS
200,DGE0200,M20,Identity information checkpoint: identity information review,Kiểm tra thông tin cá nhân: ôn tập thông tin cá nhân,Pre-A1.2,210–240 sec,164,18,DGE_MODULE_M20_PORTRAIT_9X16.jpg,FINAL,PASS
201,DGE0201,M21,"This, that, these and those: this and that","This, that, these và those: this và that",Pre-A1.3,210–240 sec,190,20,DGE_MODULE_M21_PORTRAIT_9X16.jpg,FINAL,PASS
202,DGE0202,M21,"This, that, these and those: these and those","This, that, these và those: these và those",Pre-A1.3,210–240 sec,206,22,DGE_MODULE_M21_PORTRAIT_9X16.jpg,FINAL,PASS
203,DGE0203,M21,"This, that, these and those: What is this?","This, that, these và those: Đây là cái gì?",Pre-A1.3,210–240 sec,190,20,DGE_MODULE_M21_PORTRAIT_9X16.jpg,FINAL,PASS
204,DGE0204,M21,"This, that, these and those: What are those?","This, that, these và those: Những thứ kia là gì?",Pre-A1.3,210–240 sec,190,20,DGE_MODULE_M21_PORTRAIT_9X16.jpg,FINAL,PASS
205,DGE0205,M21,"This, that, these and those: near and far objects","This, that, these và those: đồ vật ở gần và ở xa",Pre-A1.3,210–240 sec,172,16,DGE_MODULE_M21_PORTRAIT_9X16.jpg,FINAL,PASS
206,DGE0206,M21,"This, that, these and those: point to everyday things","This, that, these và those: chỉ vào đồ vật hằng ngày",Pre-A1.3,210–240 sec,190,18,DGE_MODULE_M21_PORTRAIT_9X16.jpg,FINAL,PASS
207,DGE0207,M21,"This, that, these and those: hear this or these","This, that, these và those: nghe this hay these",Pre-A1.3,210–240 sec,210,20,DGE_MODULE_M21_PORTRAIT_9X16.jpg,FINAL,PASS
208,DGE0208,M21,"This, that, these and those: answer with that or those","This, that, these và those: trả lời bằng that hoặc those",Pre-A1.3,210–240 sec,188,16,DGE_MODULE_M21_PORTRAIT_9X16.jpg,FINAL,PASS
209,DGE0209,M21,"This, that, these and those: talk about objects nearby","This, that, these và those: nói về đồ vật ở gần",Pre-A1.3,210–240 sec,190,18,DGE_MODULE_M21_PORTRAIT_9X16.jpg,FINAL,PASS
210,DGE0210,M21,"This, that, these and those: this that these those review","This, that, these và those: ôn tập this that these those",Pre-A1.3,210–240 sec,188,16,DGE_MODULE_M21_PORTRAIT_9X16.jpg,FINAL,PASS
211,DGE0211,M22,"A, an and the: a book and a pen","Mạo từ a, an và the: một quyển sách và một cây bút",Pre-A1.3,210–240 sec,184,16,DGE_MODULE_M22_PORTRAIT_9X16.jpg,FINAL,PASS
212,DGE0212,M22,"A, an and the: an apple and an egg","Mạo từ a, an và the: một quả táo và một quả trứng",Pre-A1.3,210–240 sec,184,16,DGE_MODULE_M22_PORTRAIT_9X16.jpg,FINAL,PASS
213,DGE0213,M22,"A, an and the: the sun and the moon","Mạo từ a, an và the: mặt trời và mặt trăng",Pre-A1.3,210–240 sec,204,18,DGE_MODULE_M22_PORTRAIT_9X16.jpg,FINAL,PASS
214,DGE0214,M22,"A, an and the: choose a or an","Mạo từ a, an và the: chọn a hoặc an",Pre-A1.3,210–240 sec,206,20,DGE_MODULE_M22_PORTRAIT_9X16.jpg,FINAL,PASS
215,DGE0215,M22,"A, an and the: use the for one clear thing","Mạo từ a, an và the: dùng the cho một vật đã xác định",Pre-A1.3,210–240 sec,179,14,DGE_MODULE_M22_PORTRAIT_9X16.jpg,FINAL,PASS
216,DGE0216,M22,"A, an and the: articles with everyday objects","Mạo từ a, an và the: mạo từ với đồ vật hằng ngày",Pre-A1.3,210–240 sec,168,16,DGE_MODULE_M22_PORTRAIT_9X16.jpg,FINAL,PASS
217,DGE0217,M22,"A, an and the: hear a or an","Mạo từ a, an và the: nghe a hoặc an",Pre-A1.3,210–240 sec,206,20,DGE_MODULE_M22_PORTRAIT_9X16.jpg,FINAL,PASS
218,DGE0218,M22,"A, an and the: answer with the correct article","Mạo từ a, an và the: trả lời bằng mạo từ đúng",Pre-A1.3,210–240 sec,184,16,DGE_MODULE_M22_PORTRAIT_9X16.jpg,FINAL,PASS
219,DGE0219,M22,"A, an and the: describe objects with articles","Mạo từ a, an và the: mô tả đồ vật bằng mạo từ",Pre-A1.3,210–240 sec,168,16,DGE_MODULE_M22_PORTRAIT_9X16.jpg,FINAL,PASS
220,DGE0220,M22,"A, an and the: a an and the review","Mạo từ a, an và the: ôn tập a an và the",Pre-A1.3,210–240 sec,184,16,DGE_MODULE_M22_PORTRAIT_9X16.jpg,FINAL,PASS
221,DGE0221,M23,Singular and plural nouns: one book and two books,Danh từ số ít và số nhiều: một quyển sách và hai quyển sách,Pre-A1.3,210–240 sec,184,16,DGE_MODULE_M23_PORTRAIT_9X16.jpg,FINAL,PASS
222,DGE0222,M23,Singular and plural nouns: one box and three boxes,Danh từ số ít và số nhiều: một chiếc hộp và ba chiếc hộp,Pre-A1.3,210–240 sec,184,16,DGE_MODULE_M23_PORTRAIT_9X16.jpg,FINAL,PASS
223,DGE0223,M23,Singular and plural nouns: one baby and two babies,Danh từ số ít và số nhiều: một em bé và hai em bé,Pre-A1.3,210–240 sec,184,16,DGE_MODULE_M23_PORTRAIT_9X16.jpg,FINAL,PASS
224,DGE0224,M23,Singular and plural nouns: one child and two children,Danh từ số ít và số nhiều: một đứa trẻ và hai đứa trẻ,Pre-A1.3,210–240 sec,184,16,DGE_MODULE_M23_PORTRAIT_9X16.jpg,FINAL,PASS
225,DGE0225,M23,Singular and plural nouns: add s for regular plurals,Danh từ số ít và số nhiều: thêm s cho danh từ số nhiều thông thường,Pre-A1.3,210–240 sec,165,14,DGE_MODULE_M23_PORTRAIT_9X16.jpg,FINAL,PASS
226,DGE0226,M23,Singular and plural nouns: special plural forms,Danh từ số ít và số nhiều: các dạng số nhiều đặc biệt,Pre-A1.3,210–240 sec,168,18,DGE_MODULE_M23_PORTRAIT_9X16.jpg,FINAL,PASS
227,DGE0227,M23,Singular and plural nouns: hear singular or plural,Danh từ số ít và số nhiều: nghe danh từ số ít hay số nhiều,Pre-A1.3,210–240 sec,168,16,DGE_MODULE_M23_PORTRAIT_9X16.jpg,FINAL,PASS
228,DGE0228,M23,Singular and plural nouns: answer with one or many,Danh từ số ít và số nhiều: trả lời với một hoặc nhiều,Pre-A1.3,210–240 sec,184,16,DGE_MODULE_M23_PORTRAIT_9X16.jpg,FINAL,PASS
229,DGE0229,M23,Singular and plural nouns: count everyday objects,Danh từ số ít và số nhiều: đếm các đồ vật hằng ngày,Pre-A1.3,210–240 sec,168,18,DGE_MODULE_M23_PORTRAIT_9X16.jpg,FINAL,PASS
230,DGE0230,M23,Singular and plural nouns: singular and plural review,Danh từ số ít và số nhiều: ôn tập danh từ số ít và số nhiều,Pre-A1.3,210–240 sec,168,16,DGE_MODULE_M23_PORTRAIT_9X16.jpg,FINAL,PASS
231,DGE0231,M24,Possessive adjectives: my name and my bag,Tính từ sở hữu: tên của tôi và túi của tôi,Pre-A1.3,210–240 sec,176,16,DGE_MODULE_M24_PORTRAIT_9X16.jpg,FINAL,PASS
232,DGE0232,M24,Possessive adjectives: your phone and your book,Tính từ sở hữu: điện thoại của bạn và sách của bạn,Pre-A1.3,210–240 sec,176,16,DGE_MODULE_M24_PORTRAIT_9X16.jpg,FINAL,PASS
233,DGE0233,M24,Possessive adjectives: his coat and his key,Tính từ sở hữu: áo khoác của anh ấy và chìa khóa của anh ấy,Pre-A1.3,210–240 sec,157,14,DGE_MODULE_M24_PORTRAIT_9X16.jpg,FINAL,PASS
234,DGE0234,M24,Possessive adjectives: her cup and her chair,Tính từ sở hữu: cốc của cô ấy và ghế của cô ấy,Pre-A1.3,210–240 sec,176,16,DGE_MODULE_M24_PORTRAIT_9X16.jpg,FINAL,PASS
235,DGE0235,M24,Possessive adjectives: our home and our family,Tính từ sở hữu: nhà của chúng ta và gia đình của chúng ta,Pre-A1.3,210–240 sec,157,14,DGE_MODULE_M24_PORTRAIT_9X16.jpg,FINAL,PASS
236,DGE0236,M24,Possessive adjectives: their car and their room,Tính từ sở hữu: xe của họ và phòng của họ,Pre-A1.3,210–240 sec,176,16,DGE_MODULE_M24_PORTRAIT_9X16.jpg,FINAL,PASS
237,DGE0237,M24,Possessive adjectives: hear his or her,Tính từ sở hữu: nghe his hay her,Pre-A1.3,210–240 sec,198,20,DGE_MODULE_M24_PORTRAIT_9X16.jpg,FINAL,PASS
238,DGE0238,M24,Possessive adjectives: answer with a possessive word,Tính từ sở hữu: trả lời bằng từ sở hữu,Pre-A1.3,210–240 sec,196,18,DGE_MODULE_M24_PORTRAIT_9X16.jpg,FINAL,PASS
239,DGE0239,M24,Possessive adjectives: talk about personal things,Tính từ sở hữu: nói về đồ dùng cá nhân,Pre-A1.3,210–240 sec,178,18,DGE_MODULE_M24_PORTRAIT_9X16.jpg,FINAL,PASS
240,DGE0240,M24,Possessive adjectives: possessive adjective review,Tính từ sở hữu: ôn tập tính từ sở hữu,Pre-A1.3,210–240 sec,160,18,DGE_MODULE_M24_PORTRAIT_9X16.jpg,FINAL,PASS
241,DGE0241,M25,Have and has: I have a pen.,Have và has: Tôi có một cây bút.,Pre-A1.3,210–240 sec,182,18,DGE_MODULE_M25_PORTRAIT_9X16.jpg,FINAL,PASS
242,DGE0242,M25,Have and has: You have a new bag.,Have và has: Bạn có một chiếc túi mới.,Pre-A1.3,210–240 sec,200,18,DGE_MODULE_M25_PORTRAIT_9X16.jpg,FINAL,PASS
243,DGE0243,M25,Have and has: He has a blue car.,Have và has: Anh ấy có một chiếc xe màu xanh.,Pre-A1.3,210–240 sec,180,16,DGE_MODULE_M25_PORTRAIT_9X16.jpg,FINAL,PASS
244,DGE0244,M25,Have and has: She has a small cat.,Have và has: Cô ấy có một con mèo nhỏ.,Pre-A1.3,210–240 sec,180,16,DGE_MODULE_M25_PORTRAIT_9X16.jpg,FINAL,PASS
245,DGE0245,M25,Have and has: We have two books.,Have và has: Chúng ta có hai quyển sách.,Pre-A1.3,210–240 sec,182,18,DGE_MODULE_M25_PORTRAIT_9X16.jpg,FINAL,PASS
246,DGE0246,M25,Have and has: They have a large room.,Have và has: Họ có một căn phòng lớn.,Pre-A1.3,210–240 sec,200,18,DGE_MODULE_M25_PORTRAIT_9X16.jpg,FINAL,PASS
247,DGE0247,M25,Have and has: hear have or has,Have và has: nghe have hay has,Pre-A1.3,210–240 sec,202,20,DGE_MODULE_M25_PORTRAIT_9X16.jpg,FINAL,PASS
248,DGE0248,M25,Have and has: answer a have question,Have và has: trả lời câu hỏi với have,Pre-A1.3,210–240 sec,182,18,DGE_MODULE_M25_PORTRAIT_9X16.jpg,FINAL,PASS
249,DGE0249,M25,Have and has: talk about things people have,Have và has: nói về những thứ mọi người có,Pre-A1.3,210–240 sec,180,16,DGE_MODULE_M25_PORTRAIT_9X16.jpg,FINAL,PASS
250,DGE0250,M25,Have and has: have and has review,Have và has: ôn tập have và has,Pre-A1.3,210–240 sec,182,18,DGE_MODULE_M25_PORTRAIT_9X16.jpg,FINAL,PASS
251,DGE0251,M26,Can and cannot: I can swim.,Can và cannot: Tôi có thể bơi.,Pre-A1.3,210–240 sec,182,20,DGE_MODULE_M26_PORTRAIT_9X16.jpg,FINAL,PASS
252,DGE0252,M26,Can and cannot: I cannot drive.,Can và cannot: Tôi không thể lái xe.,Pre-A1.3,210–240 sec,182,20,DGE_MODULE_M26_PORTRAIT_9X16.jpg,FINAL,PASS
253,DGE0253,M26,Can and cannot: Can you help me?,Can và cannot: Bạn có thể giúp tôi không?,Pre-A1.3,210–240 sec,182,18,DGE_MODULE_M26_PORTRAIT_9X16.jpg,FINAL,PASS
254,DGE0254,M26,"Can and cannot: Yes, I can.","Can và cannot: Vâng, tôi có thể.",Pre-A1.3,210–240 sec,182,20,DGE_MODULE_M26_PORTRAIT_9X16.jpg,FINAL,PASS
255,DGE0255,M26,"Can and cannot: No, I cannot.","Can và cannot: Không, tôi không thể.",Pre-A1.3,210–240 sec,182,20,DGE_MODULE_M26_PORTRAIT_9X16.jpg,FINAL,PASS
256,DGE0256,M26,Can and cannot: talk about simple abilities,Can và cannot: nói về khả năng đơn giản,Pre-A1.3,210–240 sec,182,18,DGE_MODULE_M26_PORTRAIT_9X16.jpg,FINAL,PASS
257,DGE0257,M26,Can and cannot: hear can or cannot,Can và cannot: nghe can hay cannot,Pre-A1.3,210–240 sec,202,20,DGE_MODULE_M26_PORTRAIT_9X16.jpg,FINAL,PASS
258,DGE0258,M26,Can and cannot: answer a can question,Can và cannot: trả lời câu hỏi với can,Pre-A1.3,210–240 sec,182,18,DGE_MODULE_M26_PORTRAIT_9X16.jpg,FINAL,PASS
259,DGE0259,M26,Can and cannot: ask for simple help,Can và cannot: yêu cầu sự giúp đỡ đơn giản,Pre-A1.3,210–240 sec,182,18,DGE_MODULE_M26_PORTRAIT_9X16.jpg,FINAL,PASS
260,DGE0260,M26,Can and cannot: can and cannot review,Can và cannot: ôn tập can và cannot,Pre-A1.3,210–240 sec,182,18,DGE_MODULE_M26_PORTRAIT_9X16.jpg,FINAL,PASS
261,DGE0261,M27,"Want, need and like: I want some water.","Want, need và like: Tôi muốn một ít nước.",Pre-A1.3,210–240 sec,186,18,DGE_MODULE_M27_PORTRAIT_9X16.jpg,FINAL,PASS
262,DGE0262,M27,"Want, need and like: I need a new pen.","Want, need và like: Tôi cần một cây bút mới.",Pre-A1.3,210–240 sec,184,16,DGE_MODULE_M27_PORTRAIT_9X16.jpg,FINAL,PASS
263,DGE0263,M27,"Want, need and like: I like this book.","Want, need và like: Tôi thích quyển sách này.",Pre-A1.3,210–240 sec,186,18,DGE_MODULE_M27_PORTRAIT_9X16.jpg,FINAL,PASS
264,DGE0264,M27,"Want, need and like: Do you want tea?","Want, need và like: Bạn có muốn trà không?",Pre-A1.3,210–240 sec,186,18,DGE_MODULE_M27_PORTRAIT_9X16.jpg,FINAL,PASS
265,DGE0265,M27,"Want, need and like: Do you need help?","Want, need và like: Bạn có cần giúp đỡ không?",Pre-A1.3,210–240 sec,186,18,DGE_MODULE_M27_PORTRAIT_9X16.jpg,FINAL,PASS
266,DGE0266,M27,"Want, need and like: What do you like?","Want, need và like: Bạn thích gì?",Pre-A1.3,210–240 sec,206,20,DGE_MODULE_M27_PORTRAIT_9X16.jpg,FINAL,PASS
267,DGE0267,M27,"Want, need and like: hear want need or like","Want, need và like: nghe want need hay like",Pre-A1.3,210–240 sec,204,18,DGE_MODULE_M27_PORTRAIT_9X16.jpg,FINAL,PASS
268,DGE0268,M27,"Want, need and like: answer about wants and needs","Want, need và like: trả lời về mong muốn và nhu cầu",Pre-A1.3,210–240 sec,184,16,DGE_MODULE_M27_PORTRAIT_9X16.jpg,FINAL,PASS
269,DGE0269,M27,"Want, need and like: talk about things you like","Want, need và like: nói về những thứ bạn thích",Pre-A1.3,210–240 sec,184,16,DGE_MODULE_M27_PORTRAIT_9X16.jpg,FINAL,PASS
